id,image_path,ASM_0,correlation_0,dissimilarity_0,homogeneity_0,contrast_0,ASM_1,correlation_1,dissimilarity_1,homogeneity_1,contrast_1,ASM_2,correlation_2,dissimilarity_2,homogeneity_2,contrast_2,ASM_3,correlation_3,dissimilarity_3,homogeneity_3,contrast_3,entropy,view,density
0,CBIS-DDSM/jpeg/1.3.6.1.4.1.9590.100.1.2.239949064412092068706566726490415129934/1-102.jpg,6.020105604665481e-05,0.9192187489508741,19.823437499999603,0.05880669850175776,679.6693014706332,5.484088351550496e-05,0.8999267445860707,21.984344482889746,0.0542986852548372,841.2480123028848,5.288458108810945e-05,0.891363737333961,23.04413296568633,0.051649121071900325,914.3329503677307,4.062483878897125e-05,0.796236231602997,31.7717954632792,0.036988441157890004,1712.9443906187364,7.927203770448151,MLO,2
1,CBIS-DDSM/jpeg/1.3.6.1.4.1.9590.100.1.2.397840223011442643919447320932472056409/1-155.jpg,7.75608765258585e-05,0.9321336092664152,15.758639705880976,0.06853557709901122,427.24984681374576,6.381693611172209e-05,0.8944085120797179,19.719169550171554,0.05469829679003348,663.8169165705056,7.226435783412839e-05,0.9203366322222104,17.110340073529034,0.06464359316789985,503.0031403186623,6.306378775737115e-05,0.8914537010095086,20.00472126105216,0.05441845480750369,682.4014302190973,7.806423317107584,CC,3
2,CBIS-DDSM/jpeg/1.3.6.1.4.1.9590.100.1.2.204033481911004862841422657551673864032/1-259.jpg,0.00011287373884143756,0.9581152280956016,11.353278186273183,0.10251959243491393,245.71764705883155,7.762406468040936e-05,0.9024250706483764,17.306974240676283,0.06885560944989674,570.0554863513939,9.178457879782224e-05,0.931843505233912,14.3693780637242,0.08409455461477562,400.1471047794436,8.521136326917191e-05,0.9208681339055527,15.573871587850803,0.07601354725261922,462.30263744713585,7.7675591683886545,CC,3
3,CBIS-DDSM/jpeg/1.3.6.1.4.1.9590.100.1.2.179488205110519665924920631250772597692/1-139.jpg,6.855038852244454e-05,0.9138675576261678,17.938725490196184,0.06758287244586804,583.5193321078863,5.246602429106964e-05,0.8380109011758569,24.724598231448013,0.04934801869982624,1095.0255594001812,6.374536592746854e-05,0.8958388585242751,19.626210171568918,0.06265198760440599,704.519531250046,5.603227457690629e-05,0.8591630075806168,22.884828911955935,0.05468176939698765,952.03423298726,7.838325869223463,CC,2
4,CBIS-DDSM/jpeg/1.3.6.1.4.1.9590.100.1.2.151178406511629586605682927950166107710/1-203.jpg,7.651417404814316e-05,0.9492616604838884,14.990456495096208,0.07717344378552622,397.47329963235666,6.197929669790465e-05,0.9170296066982817,19.082722029987085,0.06030740531605274,649.2603460207209,6.214838493608342e-05,0.9191467665561229,18.922012867646856,0.0621991931232725,634.1111672794531,4.9896758425942354e-05,0.8655039198479497,24.573656286041885,0.04793866982527715,1052.4766782006052,7.907911070401144,MLO,3
5,CBIS-DDSM/jpeg/1.3.6.1.4.1.9590.100.1.2.216202987611560920141595662430329374783/1-290.jpg,8.107749648572732e-05,0.9509066496263455,14.148774509802232,0.07806664545973226,354.0898897058857,6.0991299445494435e-05,0.9063545525049099,19.629588619760124,0.057510417961031346,674.0276509034521,7.157574704590874e-05,0.9366551803576318,16.237331495096655,0.06912316861892731,456.41646752452044,6.157830343842783e-05,0.9115253401001985,19.251626297576323,0.057177302080092286,636.7965705497328,7.86899958559175,CC,3
6,CBIS-DDSM/jpeg/1.3.6.1.4.1.9590.100.1.2.68570444110011189929790796053164855558/1-246.jpg,7.290544990208153e-05,0.939205592147327,15.941053921566748,0.07168782684340537,445.78112745098906,5.435238361727374e-05,0.8786244251592933,22.545990003843023,0.051765599113072554,887.9081122644398,6.414170725352192e-05,0.9182484792157846,18.49787071078396,0.0620879597520066,599.6634650735548,5.7466200930314794e-05,0.8940268982416151,21.099530949633287,0.05494105232246073,775.2317570164618,7.8786866591918825,CC,2
7,CBIS-DDSM/jpeg/1.3.6.1.4.1.9590.100.1.2.381671445610116503409972432783917608005/1-016.jpg,5.7365303083555774e-05,0.8941397910287381,21.40219056372569,0.05517621245933965,787.4261488971143,4.114443901961976e-05,0.7623244841858953,32.380376778158336,0.036025902160696066,1765.9007458667154,4.703344266629154e-05,0.8294101270117998,27.317555147060844,0.04434320612126641,1269.672732843368,4.443173233137702e-05,0.802803614690285,29.371626297574796,0.04066706154938955,1465.1397462512814,7.874657711425718,CC,2
8,CBIS-DDSM/jpeg/1.3.6.1.4.1.9590.100.1.2.83882081811707961806397341681542038535/1-198.jpg,7.723235204008137e-05,0.9490158676313373,14.897135416664739,0.07956294273388824,401.5412837009872,5.7995970851415045e-05,0.902352690362032,20.680445982313007,0.05787333930745078,767.6208535178168,6.53127797151352e-05,0.9274584549194297,17.877374387254598,0.06559391415186766,571.0348805147529,5.645668177486092e-05,0.8973626816576388,21.25504036908749,0.05495237026255205,806.8530103805632,7.907420911523586,CC,2
9,CBIS-DDSM/jpeg/1.3.6.1.4.1.9590.100.1.2.417157466613270187342040774840270966760/1-299.jpg,7.362315857332596e-05,0.9458850844739196,15.445143995096208,0.07288562796601736,422.1148743872611,5.6158213185383294e-05,0.9015431631800289,20.979638600536706,0.05405283815881554,768.1789926950705,6.331194826659341e-05,0.9255167851488346,18.317907475490035,0.06075522752785716,582.2899356618084,5.5303840935393934e-05,0.8973976993309556,21.478093041136486,0.05285733414445979,800.5205536331625,7.907979337112202,CC,3
